,title,keywords,abstract,label,freq,docID
11,Prediction of changeability for object oriented classes and packages by mining change history,change history; changeability prediction; data mining; object oriented software component; software measurements,"As a software system evolves, the classes are changed due to some development or maintenance activity, which is inevitable in software life cycle. These class changes can produce ripple effect or can lead to subsequent changes to other classes in the same package. In this paper, the changeability predictors for the classes and packages are proposed based on their past change pattern i.e. change history. Association learning method has been applied for discovering change-coupling pattern between the classes. In present work, the framework for the computation of the proposed changeability predictors is demonstrated and results are evaluated for java application. The results show that, association mining based machine learning technique can be useful to classify the classes as per their change-readiness. For doing changes in future, the proposed changeability predictors will be helpful for development team to predict the changeability of the classes. {\copyright} 2014 IEEE.",0,141,12
12,Analysing the style of textual labels in i* models,,"An important quality aspect for conceptual models (such as i* models) is the quality of textual labels. Naming conventions are aimed to make sure that labels are used in a consistent manner. We present a tool that checks automatically whether a textual label in an i* model adheres to a set of naming conventions. This does not only help to enforce the use of a consistent labelling style, it also helps to detect modelling errors such as goals in i* models that should be softgoals (or vice versa).",0,141,13
13,Design pattern recognition by using adaptive neuro fuzzy inference system,ANFIS; machine learning; pattern recognition; Software design patterns,"Software design patterns describe recurring design problems and provide the essence of best practice solutions. It is useful and important, for various software engineering tasks, to know which design pattern is implemented where in a software design. However, this information is often lost due to poor or absent documentation, and so accurate recognition tools are required. The problem is that design patterns, given their abstract and vague nature, have a level of resistance to be automatically and accurately recognized. Although this vagueness or fuzziness can be captured and modelled by the fuzzy inference system, it has not yet been applied to solve this problem. This paper fills this gap by proposing an approach for design pattern recognition based on Adaptive Neuro Fuzzy Inference System. Our approach consists of two phases: space reduction phase and design pattern recognition phase. Both phases are implemented by ANFIS. We evaluate the approach by an experiment conducted to recognize six design patterns in an open source application. The results show that the approach is viable and promising. {\copyright} 2013 IEEE.",0,141,14
14,Feature-oriented software product lines: Concepts and implementation,,"While standardization has empowered the software industry to substantially scale software development and to provide affordable software to a broad market, it often does not address smaller market segments, nor the needs and wishes of individual customers. Software product lines reconcile mass production and standardization with mass customization in software engineering. Ideally, based on a set of reusable parts, a software manufacturer can generate a software product based on the requirements of its customer. The concept of features is central to achieving this level of automation, because features bridge the gap between the requirements the customer has and the functionality a product provides. Thus features are a central concept in all phases of product-line development. The authors take a developer's viewpoint, focus on the development, maintenance, and implementation of product-line variability, and especially concentrate on automated product derivation based on a user's feature selection. The book consists of three parts. Part I provides a general introduction to feature-oriented software product lines, describing the product-line approach and introducing the product-line development process with its two elements of domain and application engineering. The pivotal part II covers a wide variety of implementation techniques including design patterns, frameworks, components, feature-oriented programming, and aspect-oriented programming, as well as tool-based approaches including preprocessors, build systems, version-control systems, and virtual separation of concerns. Finally, part III is devoted to advanced topics related to feature-oriented product lines like refactoring, feature interaction, and analysis tools specific to product lines. In addition, an appendix lists various helpful tools for software product-line development, along with a description of how they relate to the topics covered in this book. To tie the book together, the authors use two running examples that are well documented in the product-line literature: data management for embedded systems, and variations of graph data structures. They start every chapter by explicitly stating the respective learning goals and finish it with a set of exercises; additional teaching material is also available online. All these features make the book ideally suited for teaching - both for academic classes and for professionals interested in self-study. {\copyright} Springer-Verlag Berlin Heidelberg 2013. All rights are reserved.",0,141,15
15,Unifying and refactoring DMF to support concurrent Jini and JMS DMS in GIPSY,distributed demand-driven computing; GIPSY; Jini; JMS,"The General Intensional Programming System (GIPSY) is a framework for the compilation and distributed demand-driven evaluation of context-aware declarative programs. Its distributed run-time system includes a demand migration framework that has up to now been instantiated with two different communication technologies, namely Jini and JMS. However, the different nature, APIs, and requirements of these two solutions have resulted in artifact implementation divergence from the original demand migration framework (DMF) specifications as well as flaws in the DMF itself. This also inhibited the concurrent consistent use of the technologies within the same GIPSY network instance. Thus, in this paper we report on our re-engineering effort and results to refactor and unify the two somewhat disjoint Java distributed middleware technologies - Jini and JMS - used in the implementation of the corresponding Demand Migration Systems (DMS). In doing so, we refactor their parent Demand Migration Framework (DMF), within the General Intensional Programming System (GIPSY) and realign the Jini and JMS implementation remedying the flaws, improving interoperability, and allowing for scalability testing with various real applications and comparative studies. {\copyright} 2012 ACM.",0,141,16
16,"Proceedings of the International Workshop on Machine Learning Technologies in Software Engineering, MALETS'11 - Associated with 26th IEEE/ACM International Conference on Automated Software Engineering",,The proceedings contain 8 papers. The topics discussed include: learning system abstractions for human operators; software fault localization using feature selection; the inductive software engineering manifesto: principles for industrial data mining; do better IR tools improve the accuracy of engineers' traceability recovery?; evolution of legacy system comprehensibility through automated refactoring; ProbPoly - a probabilistic inductive logic programming framework with application in model checking; towards learning to detect meaningful changes in software; and software analytics as a learning case in practice: approaches and experiences.,0,141,17
17,Mobile phone-enabled control of medical care and handicapped assistance,actuation; control; healthcare; mobile medicine; mobile phone; pervasive medicine; telemedicine,"Mobile phones are now playing an ever more crucial role in peoples daily lives. They are serving not only as a way of talking and delivering messages, but also for exchanging various information. Nevertheless, the functional limit of the phone is still far from being reached. Among the many promising applications, using mobile phones as an actuating element to control data or devices is useful in quite a few emerging medical care and handicapped assistance settings owing to its wireless communication feature. In this article, selected progresses of mobile phone-enabled controlling have been summarized, with more focus on evaluating its emerging roles in medical care. Several typical applications in the area are illustrated and some potential technical challenges and key issues worthy of pursuit are outlined. The intent of the article is to provide an elementary knowledge for people with different backgrounds, such as electrical or biomedical engineers, as well as people who are working on interdisciplinary areas. It is expected that medical care at any time and anywhere will be possible via the actuation platform provided by the mobile phone and mobile medicine will be pushed forward to a new height in the coming years. {\copyright} 2011 Expert Reviews Ltd.",0,141,18
18,Searching for Molecular Solutions: Empirical Discovery and Its Future,,"A comprehensive look at empirical approaches to molecular discovery, their relationships with rational design, and the future of both Empirical methods of discovery, along with serendipitous and rational design approaches, have played an important role in human history. Searching for Molecular Solutions compares empirical discovery strategies for biologically useful molecules with serendipitous discovery and rational design, while also considering the strengths and limitations of empirical pathways to molecular discovery. Logically arranged, this text examines the different modes of molecular discovery, empha-sizing the historical and ongoing importance of empirical strategies. Along with a broad overview of the subject matter, Searching for Molecular Solutions explores: The differing modes of molecular discovery Biological precedents for evolutionary approaches Directed evolutionary methods and related areas Enzyme evolution and design Functional nucleic acid discovery Antibodies and other recognition molecules General aspects of molecular recognition Small molecule discovery approaches Rational molecular design The interplay between empirical and rational strategies and their ongoing roles in the future of molecular discovery Searching for Molecular Solutions covers several major areas of modern research, development, and practical applications of molecular sciences. This text offers empirical-rational principles of broad relevance to scientists, professionals, and students interested in general aspectsof molecular discovery, as well as the thought processes behind experimental approaches. {\copyright} 2010 John Wiley & Sons, Inc.",0,141,19
19,A unified granular fuzzy-neuro framework for predicting and understanding software quality,Approximation of Min-Max relational equations; Fuzzy sequence; Hybrid granular fuzzy-neuro possibilistic model; If-then fuzzy weighted rules; Level of stability; Possibility theory; Software quality prediction and understanding,"We propose herein a novel unified framework that uses a developed hybrid fuzzy-neuro system in order to evaluate the impact of inheritance aspects on the evolvability of a class library, and to study the relevance of using inheritance as indicator of class interface stability with respect to version change. To this goal, we propose a novel computational granular unified framework that is cognitively motivated for learning if-then fuzzy weighted rules by using a hybrid neuro-fuzzy or fuzzy-neuro possibilistic model appropriately crafted as a means to automatically extract or learn software fuzzy prediction rules from only input-output examples by integrating some useful concepts from the human cognitive processes and adding some interesting granular functionalities. This learning scheme uses an exhaustive search over the fuzzy partitions of involved variables, automatic fuzzy hypotheses generation, formulation and testing, and approximation procedure of Min-Max relational equations. The main idea is to start learning from coarse fuzzy partitions of the involved metrics variables (both input and output) and proceed progressively toward fine-grained partitions until finding the appropriate partitions that fit the data. According to the complexity of the problem at hand, it learns the whole structure of the fuzzy system, i.e. conjointly appropriate fuzzy partitions, appropriate fuzzy rules, their number and their associated membership functions.",0,141,20
20,"3rd International Symposium on Leveraging Applications of Formal Methods, Verification and Validation, ISoLA 2008",,"The proceedings contain 61 papers. The special focus in this conference is on Leveraging Applications of Formal Methods, Verification and Validation. The topics include: Architecture based specification and verification of embedded software systems; information system engineering supporting observation, orientation, decision, and compliant action; modelling coordination and compensation; animating event B models by formal data models; automated formal testing of C API using T2C framework; tailoring and optimising software for automotive multicore system; timing validation of automotive software; towards using reo for compliance-aware business process modeling; a use-case driven approach to formal service-oriented modelling; safety and response-time analysis of an automotive accident assistance service; a framework for analyzing and testing the performance of software services; assuring the satisfiability of sequential extended regular expressions; computing must and may alias to detect null pointer dereference; program verification by reduction to semi-algebraic systems solving; debugging statecharts via model-code traceability; formal use of design patterns and refactoring; a component-based access control monitor; navigating the requirements jungle; non-functional avionics requirements; measurement-based timing analysis; weaving a formal methods education with problem-based learning; encouraging the uptake of formal methods training in an industrial context; computer-supported collaborative learning with mind-maps; thinking in user-centric models; specialization and instantiation aspects of a standard process for developing educational modules; contexts and context awareness in view of the diagram predicate framework; the use of adaptive semantic hypermedia for ubiquitous collaboration systems; the use of formal ontology to specify context in ubiquitous computing; high service availability in MaTRICS for the OCS; the ASK system and the challenge of distributed knowledge discovery; requirements for ontology based design project assessment; organizing the worlds machine learning information; workflow testing; directed generation of test data for static semantics checker; optimizing the system observability level for diagnosability; weaving authentication and authorization requirements into the functional model of a system using Z promotion; simple gedanken experiments in leveraging applications of formal methods and composition of web services using wrappers.",0,141,21
21,Intelligent Java analyzer,,"This paper presents a software metric working prototype to evaluate Java programmer's profiles. In order to automatically detect source code patterns, a Multi Layer Perceptron neural network is applied. Features determined from such patterns constitute the basis for system's programmer profiling. Results presented here show that the proposed prototype is a confident approach for support in the software quality assurance process. {\copyright} 2008 IEEE.",0,141,22
22,"Morphology, processing, and integrating of information from large source code warehouses for decision support",,"Source code occurs in diverse programming languages with documentation using miscellaneous standards, comments in individual styles, extracted metrics or associated test cases that are hard to exploit through information retrieval or knowledge-discovery techniques. Typically, the information about object-oriented source code for a software system is distributed across several different sources, which makes processing complex. In this chapter we describe the morphology of object-oriented source code and how we (pre-) process, integrate and use it for knowledge discovery in software engineering in order to support decision-making regarding the refactoring, reengineering and reuse of software systems. {\copyright} 2006, Idea Group Inc.",0,141,23
23,Genetic algorithm based restructuring of object-oriented designs using metrics,Genetic algorithm; Metrics; Object-oriented design; Software restructuring,"Software with design flaws increases maintenance costs, decreases component reuse, and reduces software life. Even well-designed software tends to deteriorate with time as it undergoes maintenance. Work on restructuring object-oriented designs involves estimating the quality of the designs using metrics, and automating transformations that preserve the behavior of the designs. However, these factors have been treated almost independently of each other. A long-term goal is to define transformations preserving the behavior of object-oriented designs, and automate the transformations using metrics. In this paper, we describe a genetic algorithm based restructuring approach using metrics to automatically modify object-oriented designs. Cohesion and coupling metrics based on abstract models are defined to quantify designs and provide criteria for comparing alternative designs. The abstract models include a call-use graph and a class-association graph that represent methods, attributes, classes, and their relationships. The metrics include cohesion, inheritance coupling, and interaction coupling based on the behavioral similarity between methods extracted from the models. We define restructuring operations, and show that the operations preserve the behavior of object-oriented designs. We also devise a fitness function using cohesion and coupling metrics, and automatically restructure object-oriented designs by applying a genetic algorithm using the fitness function.",0,141,24
24,Detecting code smells using machine learning techniques: Are we there yet?,Code Smells; Empirical Studies; Machine Learning; Replication Study,"Code smells are symptoms of poor design and implementation choices weighing heavily on the quality of produced source code. During the last decades several code smell detection tools have been proposed. However, the literature shows that the results of these tools can be subjective and are intrinsically tied to the nature and approach of the detection. In a recent work the use of Machine-Learning (ML) techniques for code smell detection has been proposed, possibly solving the issue of tool subjectivity giving to a learner the ability to discern between smelly and non-smelly source code elements. While this work opened a new perspective for code smell detection, it only considered the case where instances affected by a single type smell are contained in each dataset used to train and test the machine learners. In this work we replicate the study with a different dataset configuration containing instances of more than one type of smell. The results reveal that with this configuration the machine learning techniques reveal critical limitations in the state of the art which deserve further research. {\copyright} 2018 IEEE.",1,12,25
25,Code smell detection: Towards a machine learning-based approach,Code smells detection; Machine learning techniques,"Several code smells detection tools have been developed providing different results, because smells can be subjectively interpreted and hence detected in different ways. Usually the detection techniques are based on the computation of different kinds of metrics, and other aspects related to the domain of the system under analysis, its size and other design features are not taken into account. In this paper we propose an approach we are studying based on machine learning techniques. We outline some common problems faced for smells detection and we describe the different steps of our approach and the algorithms we use for the classification. {\copyright} 2013 IEEE.",1,12,26
26,SMURF: A SVM-based incremental anti-pattern detection approach,Anti-pattern; empirical software engineering; program comprehension; program maintenance,"In current, typical software development projects, hundreds of developers work asynchronously in space and time and may introduce anti-patterns in their software systems because of time pressure, lack of understanding, communication, and - or skills. Anti-patterns impede development and maintenance activities by making the source code more difficult to understand. Detecting anti-patterns incrementally and on subsets of a system could reduce costs, effort, and resources by allowing practitioners to identify and take into account occurrences of anti-patterns as they find them during their development and maintenance activities. Researchers have proposed approaches to detect occurrences of anti-patterns but these approaches have currently four limitations: (1) they require extensive knowledge of anti-patterns, (2) they have limited precision and recall, (3) they are not incremental, and (4) they cannot be applied on subsets of systems. To overcome these limitations, we introduce SMURF, a novel approach to detect anti-patterns, based on a machine learning technique - support vector machines - and taking into account practitioners' feedback. Indeed, through an empirical study involving three systems and four anti-patterns, we showed that the accuracy of SMURF is greater than that of DETEX and BDTEX when detecting anti-patterns occurrences. We also showed that SMURF can be applied in both intra-system and inter-system configurations. Finally, we reported that SMURF accuracy improves when using practitioners' feedback. {\copyright} 2012 IEEE.",1,12,27
27,Reducing subjectivity in code smells detection: Experimenting with the Long Method,Binary Logistic Regression; Code smells; Long Method; Refactoring process,"Guidelines for refactoring are meant to improve software systems internal quality and are widely acknowledged as among software's best practices. However, such guidelines remain mostly qualitative in nature. As a result, judgments on how to conduct refactoring processes remain mostly subjective and therefore non-automatable, prone to errors and unrepeatable. The detection of the Long Method code smell is an example. To address this problem, this paper proposes a technique to detect Long Method objectively and automatically, using a Binary Logistic Regression model calibrated by expert's knowledge. The results of an experiment illustrating the use of this technique are reported. {\copyright} 2010 IEEE.",1,12,28
28,Classification model for code clones based on machine learning,Classify; Code clone detector; Filtering; Machine learning,"Results from code clone detectors may contain plentiful useless code clones, but judging whether each code clone is useful varies from user to user based on a user's purpose for the clone. In this research, we propose a classification model that applies machine learning to the judgments of each individual user regarding the code clones. To evaluate the proposed model, 32 participants completed an online survey to test its usability and accuracy. The result showed several important observations on the characteristics of the true positives of code clones for the users. Our classification model showed more than 70 % accuracy on average and more than 90 % accuracy for some particular users and projects. {\copyright} 2014, The Author(s).",1,12,29
29,IDS: An immune-inspired approach for the detection of software design smells,Antipatterns; Artificial immune systems; Code smells; Reverse engineering; System design,"We propose a parallel between object-oriented system designs and living creatures. We suggest that, like any living creature, system designs are subject to diseases, which are design smells (code smells and anti patterns). Design smells are conjectured in the literature to impact the quality and life of systems and, therefore, their detection has drawn the attention of both researchers and practitioners with various approaches. With our parallel, we propose a novel approach built on models of the immune system responses to pathogenic material. We show that our approach can detect more than one smell at a time. We build and test our approach on Gantt Project v1.10.2 and Xerces v2.7.0, for which manually-validated and publicly-available smells exist. The results show a significant improvement in detection time, precision, and recall, in comparison to the state-of-the-art approaches. {\copyright} 2010 IEEE.",1,12,30
30,Tracking design smells: Lessons from a study of God classes,Design smells; Empirical study; Software evolution,"""God class"" is a term used to describe a certain type of large classes which ""know too much or do too much"". Often a God class (GC) is created by accident as functionalities are incrementally added to a central class over the course of its evolution. GCs are generally thought to be examples of bad code that should be detected and removed to ensure software quality. However, in some cases, a GC is created by design as the best solution to a particular problem because, for example, the problem is not easily decomposable or strong requirements on efficiency exist. In this paper, we study in two open-source systems the ""life cycle"" of GCs: how they arise, how prevalent they are, and whether they remain or they are removed as the systems evolve over time, through a number of versions. We show how to detect the degree of ""godliness"" of classes automatically. Then, we show that by identifying the evolution of ""godliness"", we can distinguish between those classes that are so by design (good code) from those that occurred by accident (bad code). This methodology can guide software quality teams in their efforts to implement prevention and correction mechanisms. {\copyright} 2009 IEEE.",1,12,31
31,The evolution and psychology of self-deception,deception; evolutionary psychology; motivated cognition; self-deception; social psychology,"In this article we argue that self-deception evolved to facilitate interpersonal deception by allowing people to avoid the cues to conscious deception that might reveal deceptive intent. Self-deception has two additional advantages: It eliminates the costly cognitive load that is typically associated with deceiving, and it can minimize retribution if the deception is discovered. Beyond its role in specific acts of deception, self-deceptive self-enhancement also allows people to display more confidence than is warranted, which has a host of social advantages. The question then arises of how the self can be both deceiver and deceived. We propose that this is achieved through dissociations of mental processes, including conscious versus unconscious memories, conscious versus unconscious attitudes, and automatic versus controlled processes. Given the variety of methods for deceiving others, it should come as no surprise that self-deception manifests itself in a number of different psychological processes, and we discuss various types of self-deception. We then discuss the interpersonal versus intrapersonal nature of self-deception before considering the levels of consciousness at which the self can be deceived. Finally, we contrast our evolutionary approach to self-deception with current theories and debates in psychology and consider some of the costs associated with self-deception. {\copyright} 2011 Cambridge University Press.",0,141,32
32,A survey on software fault localization,execution trace; program debugging; Software fault localization; software testing; survey; suspicious code,"Software fault localization, the act of identifying the locations of faults in a program, is widely recognized to be one of the most tedious, time consuming, and expensive - yet equally critical - activities in program debugging. Due to the increasing scale and complexity of software today, manually locating faults when failures occur is rapidly becoming infeasible, and consequently, there is a strong demand for techniques that can guide software developers to the locations of faults in a program with minimal human intervention. This demand in turn has fueled the proposal and development of a broad spectrum of fault localization techniques, each of which aims to streamline the fault localization process and make it more effective by attacking the problem in a unique way. In this article, we catalog and provide a comprehensive overview of such techniques and discuss key issues and concerns that are pertinent to software fault localization as a whole. {\copyright} 1976-2012 IEEE.",0,141,33
33,CP-Miner: A Tool for Finding Copy-paste and Related Bugs in Operating System Code,,"Copy-pasted code is very common in large software because programmers prefer reusing code via copy-paste in order to reduce programming effort. Recent studies show that copy-paste is prone to introducing bugs and a significant portion of operating system bugs concentrate in copy-pasted code. Unfortunately, it is challenging to efficiently identify copy-pasted code in large software. Existing copy-paste detection tools are either not scalable to large software, or cannot handle small modifications in copy-pasted code. Furthermore, few tools are available to detect copy-paste related bugs. In this paper we propose a tool, CP-Miner, that uses data mining techniques to efficiently identify copy-pasted code in large software including operating systems, and detects copy-paste related bugs. Specifically, it takes less than 20 minutes for CP-Miner to identify 190,000 copy-pasted segments in Linux and 150,000 in FreeBSD. Moreover, CP-Miner has detected 28 copy-paste related bugs in the latest version of Linux and 23 in FreeBSD. In addition, we analyze some interesting characteristics of copy-paste in Linux and FreeBSD, including the distribution of copy-pasted code across different length, granularity, modules, degrees of modification, and various software versions.",0,141,34
